date,BA,CAT,DIS,GE,IBM,KO
2000-02-11,27.067474586275,11.164781038074999,30.222105413388,25.863337972362,84.778500884485,17.561655936119
2000-02-14,25.96115604125,11.980430319468,29.520007927543997,25.985161545615,85.285540544798,17.109655072392002
2000-02-15,26.130836799689003,12.405312264528,29.424267361292,26.588478289344,86.064471037452,17.602746923731
2000-02-16,25.282433007492,12.154104691171,29.472137644418,26.232676107145,85.057740117701,16.929486895942
2000-02-17,25.452113765931,11.999038287865,29.121088901496,25.331568406575,85.792580205111,16.534381245831
2000-02-18,24.434029215294,11.688905481250998,28.3232508494,24.194548389547,82.66950983361801,16.240422642149
2000-02-22,26.388751552517,11.881187821352,26.631834178957,25.066650477437,81.567249702503,16.357373914582
2000-02-23,25.200986243441,11.726121418045,27.230212718028998,25.234883030977002,79.913859505831,16.199331654537
2000-02-24,24.814114114198,11.242314239728,26.480244949059,25.331568406575,81.199829658798,15.74416994561
2000-02-25,25.662517906395998,11.164781038074999,24.732979614969,24.387919140742003,79.362729440274,15.390155283111
2000-02-28,25.112752249052,11.028322603165,26.129196206137,25.029910034710003,76.790789134339,15.586127685566002
2000-02-29,25.072028867026,10.873256199859,27.126493771255998,25.598420043224,75.504818981371,15.371190211905999
2000-03-01,24.644433355759002,10.817432294668,27.677002027202,25.405049292029,73.667718762847,16.120310524515
2000-03-02,24.393305833268,10.680973859758,27.525412797304,26.153394099155,75.776709813713,15.687274731994
2000-03-03,24.393305833268,11.282631504588,29.121088901496,26.952015301591,79.362729440274,15.845316992037999
2000-03-06,23.843540175924,11.378772674638,28.722169875448,26.656158052262,75.732619408468,15.488141484338
2000-03-07,23.585625423095998,10.485590191592,28.722169875448,25.201551057268,75.688529003224,14.897063431773
2000-03-08,22.655774866847,10.836040263065,27.876461540226003,25.273311669021002,78.076759287306,15.014014704205
2000-03-09,22.906902389338,10.932181433115002,28.921629388472,25.019240313896,79.362729440274,14.776951314139
2000-03-10,21.977051833089,11.068639868025,28.028050770125,25.5409593561,77.341919199896,14.381845664028
2000-03-13,22.146732591529002,11.050031899628001,27.876461540226003,25.104577257602,79.134929013177,13.882432122289
2000-03-14,22.438583496045,11.105855804818999,27.230212718028998,24.631345115231,79.818330294468,13.74281451923
2000-03-15,23.673859417484998,11.862579852955001,27.772742593453998,25.903641366852003,78.627889352864,15.091393639681002
2000-03-16,24.182901692803,12.619303901091001,28.171661619502,26.958716307220996,80.097569527684,15.786308527630998
2000-03-17,25.79147528281,12.290563126080999,29.368418697645,27.129390194633004,80.832409615093,15.589574632411999
2000-03-20,25.112752249052,11.940113054608,31.466732774657,27.334974649926,82.853219855471,15.408706373905
2000-03-21,24.814114114198,12.346387031271,31.267273261633,29.189113699545,83.404349921028,15.687941580021999
2000-03-22,24.603709973733,12.076571489518,32.312441109878996,29.262813787291,83.955479986586,14.932737272569002
2000-03-23,23.843540175924,12.268853829618001,33.1581494451,31.031615893204002,84.690320073996,14.913698508516
2000-03-24,24.434029215294,12.250245861221002,33.062408878849,30.849305149831,88.636411343387,14.913698508516
2000-03-27,25.200986243441,12.113787426311,33.309738674999,30.632083838579,93.229161889699,14.358401223624
2000-03-28,25.79147528281,11.881187821352,32.663489852801,30.255825495874,90.01791070771799,14.240995511961
2000-03-29,25.710028518759,12.095179457915,32.559770906029,31.613458691201,87.44597040178301,14.875620980409
2000-03-30,26.219070794078004,12.637911869488,32.112981596855,30.789181394038,90.20162072956998,15.408706373905
2000-03-31,25.662517906395998,12.231637892823999,32.910819648951,30.184064884121,86.98302114671499,14.894659744461999
2000-04-03,25.241709625465997,12.988361940961001,33.357608958124,31.225563492536,89.650490664013,15.646690924572
2000-04-04,25.323156389517003,13.472169119277,32.815079082699,29.867930297209,89.055270193211,16.620841018639
2000-04-05,24.474752597319004,13.162036312664002,31.913522083831,29.734106453669,91.855010926243,15.113605531077
2000-04-06,24.522263209682002,13.121719047804,32.264570826753,30.426499383286,90.20162072956998,14.517057590736
2000-04-07,24.223625074829002,12.833295537654,32.711360135927,30.800818249998002,90.473511561912,14.656675193794
2000-04-10,23.796029563561,12.851903506050999,32.958689932076,30.923005237578,89.73867147450198,14.279073040067999
2000-04-11,24.223625074829002,13.044185846150999,33.90811721407,31.347750480116,87.71786123412501,14.973987928018
2000-04-12,25.54034776032,13.472169119277,31.961392366957,30.401286195373,83.588059942881,15.389667609851001
2000-04-13,25.112752249052,13.025577877754,31.315143544759003,29.189113699545,81.288010469288,14.993026692072
2000-04-14,24.013220934364,12.560378667834,31.019943465483998,28.267862602715002,77.158209178044,14.913698508516
2000-04-17,23.965710322000998,12.696837102744,30.916224518711,29.480035098544,82.20656057855,15.389667609851001
2000-04-18,23.585625423095998,12.482845466180999,31.514603057783,30.352799295540002,81.934669746208,15.430918265299999
2000-04-19,25.282433007492,11.771090675004,32.663489852801,30.158851696208,77.158209178044,15.608613396466
2000-04-20,27.189644732352,11.88683087032,33.708657701046,30.740694494204998,76.423369090634,15.687941580021999
2000-04-24,25.710028518759,12.199642209013,32.112981596855,31.431147947828997,78.260469309159,15.748230999523999
2000-04-25,26.470198316568,12.553119021735,32.312441109878996,32.195301489199,82.66950983361801,16.024293078299
2000-04-26,27.108197968301,12.434250713032,33.812376647819,31.661945591035,81.199829658798,15.687941580021999
2000-04-27,27.019963973912002,12.553119021735,33.213998108747,31.322537292203002,81.288010469288,15.310339426294998
2000-04-28,26.938517209861,12.337279198038,34.809674212939,30.498259995039,81.934669746208,14.993026692072
2000-05-01,26.510921698593997,12.140208054661,33.509198188023,30.911368381618,82.302089789913,14.675713957848
2000-05-02,25.750751900784998,12.396713352389,34.307036240117995,31.237200348496,81.839140534845,14.675713957848
2000-05-03,25.323156389517003,12.16210484837,32.910819648951,30.267462351834002,79.450910250763,15.389667609851001
2000-05-04,25.920432659224,11.868062189999002,31.666192287681,29.867930297209,79.083490207058,15.389667609851001
2000-05-05,26.809559833446997,12.218410889333999,31.562473340908998,30.643720694539,79.26720022891,14.932737272569002
2000-05-08,25.96115604125,12.180873528691,32.360311393005,30.511836326993,80.74422880460399,15.389667609851001
2000-05-09,26.001879423275,11.88683087032,32.511900622903,30.331465059613,80.192445919835,16.024293078299
2000-05-10,25.126326709727,12.005699179022999,32.759230419052,29.458700862617,75.778182841679,16.757285494356
2000-05-11,25.419285508132,12.140208054661,32.815079082699,29.639072129996,76.837605980436,16.995270045023002
2000-05-12,25.337529564390998,12.318510517716,32.559770906029,30.401286195373,76.837605980436,16.57959036319
2000-05-15,25.337529564390998,12.687627897373,32.559770906029,31.419511091869,76.65367835218001,16.420933996078
2000-05-16,25.466976475314997,12.590656382379,33.660787417921,31.564971791368,80.192445919835,15.52928521291
2000-05-17,25.466976475314997,12.512453547705,33.708657701046,31.20422925661,79.36109304011501,15.310339426294998
2000-05-18,25.637301358108,12.140208054661,32.862949365825,30.913307857611,78.029457011538,15.687941580021999
2000-05-19,25.167204681598,12.531222228027,32.759230419052,30.186004360114,78.309027006488,15.88467547524
2000-05-22,24.908310859751,12.571887702057,32.615619569675005,29.092139899878998,80.376373548091,16.084582497801
2000-05-23,25.296651592521,12.356047878359,32.160851879980996,29.092139899878998,78.993237783602,15.865636711187001
2000-05-24,26.488925772076996,12.415482032711001,31.363013827885,29.528521998377,80.64858643791099,16.719207966249
2000-05-25,26.148276006489,11.905599550642,31.761932853933,29.528521998377,78.35316963727,16.719207966249
2000-05-26,26.059707067437,11.927496344349999,31.817781517579004,28.83612906876,78.676882263001,17.312582779247002
2000-05-30,26.952209453276,11.983802385315,33.413457621771,29.819443397376,81.619724315105,17.096810119975
2000-05-31,26.611559687687997,11.905599550642,33.357608958124,30.622386458612,78.949095152821,16.938153752863
2000-06-01,27.422306129786,12.434250713032,33.309738674999,30.476925759113,77.985314380757,16.896903097414
2000-06-02,27.170225303252,12.844033566719999,32.264570826753,30.692207594372,80.05266092236,16.6779573108
2000-06-05,26.529803743947,12.512453547705,32.416160056651,29.999814664755,82.995502974464,16.500262179634
2000-06-06,27.170225303252,12.218410889333999,32.615619569675005,29.784532829496,82.671790348732,16.439972760132
2000-06-07,26.270909922101,12.140208054661,32.065111313729,29.895082961114998,89.020972076147,16.817574913858
2000-06-08,26.018829095566,11.927496344349999,32.264570826753,29.604161562117,88.101333934864,16.757285494356
2000-06-09,26.700128626740998,11.965033704993001,33.1581494451,29.022318764119,88.057191304083,16.598629127244
2000-06-12,25.977951123696,12.083902013697,32.479987100819,29.022318764119,87.431837368011,16.700169202195
2000-06-13,26.441234804895,11.652222366301,32.065111313729,29.784532829496,87.777621309133,16.992096917681
2000-06-14,26.441234804895,11.771090675004,32.511900622903,29.673982697876,85.342419511017,16.871134069635
2000-06-15,27.510875068839002,11.574019531628,33.509198188023,30.186004360114,85.93834502656799,17.787905128513
2000-06-16,26.741006598611,11.242439512613,32.862949365825,29.749622261616,83.319215600195,17.666942280467
2000-06-19,26.570681715818,10.989062328271999,33.461327904897,29.237600599378,88.55747445294,17.329519599074
2000-06-20,26.781884570482003,10.967165534564,33.309738674999,29.673982697876,85.614632400836,16.852034672574998
2000-06-21,27.122534336069002,10.989062328271999,33.309738674999,28.766307933,84.23885374147801,17.030295711801
2000-06-22,26.529803743947,10.773222504574,33.110279161975,28.364836402382,82.259792461438,17.867485949596
2000-06-23,27.170225303252,10.832656658926,31.618322004556,29.022318764119,82.303935092219,18.424551697178
2000-06-26,27.081656364199,10.888962699891,32.312441109878996,29.057229331999,84.172639795305,18.781073775631
2000-06-27,27.251981246992997,11.16423667794,31.913522083831,28.655757801380002,80.74422880460399,18.424551697178
2000-06-28,27.619882993826998,11.311258007126,31.243338120071,29.412153438776997,83.70914217209899,19.11531322418
2000-06-29,27.892402806297003,10.948396854242,31.514603057783,28.946679200379,83.870998484965,18.800173172691
2000-06-30,28.485133398419,10.598048154906,30.964094801837,30.837668293871,80.604443807129,18.284489452072002
2000-07-03,28.403377454678,11.261208192935,30.764635288813,30.255825495874,80.560301176348,18.523231915322
2000-07-05,29.166432929594002,11.007831008594,30.365716262765,29.136743968772997,77.249603867731,18.701492954547998
2000-07-06,29.295879840517003,10.888962699891,29.918926953592,29.282602719116998,74.490689443883,18.761974378571
2000-07-07,29.806854488898,10.616816835228,30.317845979639,29.93604992066,77.29374649851201,18.701492954547998
2000-07-10,29.295879840517003,10.713788350223,30.166256749741002,30.595331472216,76.006253100717,18.322688246192
2000-07-11,30.188382226356,11.301873666965001,28.722169875448,30.484478821954003,75.042472328653,17.886585346656002
2000-07-12,29.895423427951002,11.436382542602999,28.770040158573998,31.35963132402,76.970033872781,17.867485949596
2000-07-13,30.35870710915,11.242439512613,29.623726874316002,30.630337572299,76.513893354705,18.443651094238
2000-07-14,30.276951165409002,11.183005358262,29.871056670466,30.046902570921002,76.469750723923,18.344970876095
2000-07-17,29.956740385756998,11.173621018101,29.168959184622,31.324625223937,77.61745912424401,18.252657123639
2000-07-18,30.747047841919,11.914983890801999,28.522710362424,30.484478821954003,76.006253100717,18.523231915322
2000-07-19,31.258022490300004,11.974953346147,29.520007927543997,30.776196322643,80.008518291578,19.25855870213
2000-07-20,31.380656405912,11.697200079288,30.82048395246,31.686354924791,86.262057652299,19.25855870213
2000-07-21,31.891631054292997,11.520448000379,29.871056670466,31.581336624543,84.422781369734,19.373155084489998
2000-07-24,32.790946435444,11.441540822294,29.224807848268,31.505490074363998,82.767432715426,18.860654596714
2000-07-25,33.131596201031,11.324758198728,29.918926953592,31.248778673758,82.399577458913,18.860654596714
2000-07-26,32.702377496391,10.968097753784999,30.365716262765,30.414466621788996,80.83251406616701,18.720592351608
2000-07-27,32.872702379185,11.009129486389,30.317845979639,30.630337572299,81.15622669189901,19.239459305070003
2000-07-28,33.254230116643,11.06594265461,30.222105413388,29.72017897015,82.259792461438,19.955686694819
2000-07-31,33.254230116643,10.750313942271,30.764635288813,30.157755221183,82.583505087169,19.51640056244
2000-08-01,33.172474172902,10.829221120356,31.514603057783,30.776196322643,81.296011689374,20.054366912962
2000-08-02,33.983220615,11.047004931870001,32.017241030602996,30.33862007161,84.054926113221,20.035267515902
2000-08-03,33.383677027566,11.06594265461,33.90811721407,30.852042872821997,85.342419511017,20.054366912962
2000-08-04,33.383677027566,10.996504337895999,33.860246930945,31.14376037351,85.24677714432299,19.777425655593
2000-08-07,33.424554999436005,11.580417455723,32.759230419052,30.706184122478,85.570489770055,19.538683192342997
2000-08-08,33.083905233849,12.113829979576002,33.014538595722996,31.35963132402,87.549551050095,19.398620947237
2000-08-09,32.627434547962,11.855014435458,32.464030339777004,32.637353977036,87.461169236971,19.038915635941
2000-08-10,33.399560224175,11.836076712718,32.312441109878996,33.255795078496,88.197684346335,19.417720344297
2000-08-11,33.912033018122,12.192737157661,32.416160056651,32.99908367789,88.83845249148199,19.815624449712
2000-08-14,33.823204400505,12.328457503967,32.663489852801,33.255795078496,90.775487229109,20.073466310022
2000-08-15,32.285786018664,12.202206019031,32.112981596855,33.401653828840004,89.85484334240401,19.736043628629
2000-08-16,31.561491136552,12.369489236570999,31.618322004556,33.144942428234,90.127353932869,19.319040126153
2000-08-17,31.349669048387,12.072798246972,32.065111313729,33.074930228069,90.22310089708598,19.000716841821
2000-08-18,31.219842607253998,12.053860524231998,31.219402978508,32.78321272738,88.70587977179599,19.198077278107
2000-08-21,32.627434547962,11.896046168062,30.668894722561998,32.99908367789,89.44239488116,19.038915635941
2000-08-22,33.693377959372,11.933921613543001,30.269975696514003,32.818218827463,89.390838823505,18.462750491298
2000-08-23,34.547499282617004,11.719294089152,29.871056670466,33.80422397979,90.775487229109,18.714225885921
2000-08-24,36.645221252507,11.896046168062,30.222105413388,34.387658981167,91.92445079971701,18.443651094238
2000-08-25,36.986869781805,11.877108445322001,30.421564926412,34.568523831594,95.010449107952,17.826103922633
2000-08-28,36.38556837024,11.738231811893,30.365716262765,35.006100082627,96.851736881362,18.144427206966
2000-08-29,35.74326913516,12.012828791628001,30.668894722561998,34.936087882462,97.868127732284,17.924784140776
2000-08-30,35.873095576293004,11.855014435458,30.621024439436002,33.547512579184,95.975283901219,17.269038175051
2000-08-31,36.652054223092996,11.605667752710001,31.083770509650996,34.20679413074,97.234724738231,16.756537687275
2000-09-01,37.410513958134,11.776107257372999,31.115684031735,34.130947580561,98.420514064307,17.269038175051
2000-09-05,37.881988928565995,12.012828791628001,30.82048395246,33.728377429611,96.62341719745899,17.924784140776
2000-09-06,39.501402957438,12.211674880401,31.913522083831,34.42266508125,96.8075459748,17.288137572111
2000-09-07,39.972877927869,12.012828791628001,33.110279161975,34.42266508125,98.236385286966,17.189457353967
2000-09-08,39.720058016189,11.933921613543001,32.112981596855,34.936087882462,95.37870666263399,17.367718393194
2000-09-11,40.061706545487,12.091735969712,31.865651800705,34.8252352322,91.696131115814,16.871134069635
2000-09-12,40.314526457168,11.993891068887,30.82048395246,34.457671181332,92.064388670496,17.030295711801
2000-09-13,40.61517716295,12.211674880401,31.913522083831,34.457671181332,94.045614314685,16.766087385804997
2000-09-14,39.890882280838,12.388426959311,31.418862491532,34.42266508125,93.441671925007,16.287056317639
2000-09-15,38.865936692944004,11.817138989977,31.267273261633,33.109936328151,92.064388670496,16.226379049005
2000-09-18,38.90693451646,11.381571366949,30.668894722561998,33.547512579184,90.775487229109,16.967280434435
2000-09-19,38.777108075326,11.204819288039,30.565175775788997,33.255795078496,92.02019776393401,16.887441923074
2000-09-20,40.355524280683,11.106974387214,29.671597157442,33.039924127986005,91.880259893155,16.047540783556002
2000-09-21,40.997823515764,10.987035476525,29.623726874316002,32.818218827463,89.48658578772199,15.827186492200001
2000-09-22,43.38936322085,11.088036664474,29.871056670466,33.436659928922,91.232126596915,16.887441923074
2000-09-25,43.649016103116,11.204819288039,29.966797236717,33.874236179955,90.591358451768,17.104602673975002
2000-09-26,45.138603690856,11.047004931870001,30.070516183490003,33.839230079873,87.733679827436,17.545311256688002
2000-09-27,44.113658102962,10.573561863361,29.966797236717,34.679376481855996,86.90878290494801,17.765665548043998
2000-09-28,44.072660279446,10.731376219531,30.964094801837,34.42266508125,84.883366354197,17.70498827941
2000-09-29,44.072660279446,9.784490082513301,30.517305492663002,33.808109656899,82.94633161656999,17.605988525322
2000-10-02,39.931880104354,10.810283397614999,31.514603057783,34.211631463909,86.768845034169,18.203180590302
2000-10-03,40.915827868732,11.06594265461,31.363013827885,34.539127423222,81.42911049128,17.982826298945998
2000-10-04,41.769949191977,11.088036664474,31.817781517579004,34.433860864871995,84.235233057957,18.283019101663
2000-10-05,41.722118397875,11.047004931870001,32.910819648951,34.942649230232,83.366145228907,18.883404707098
2000-10-06,41.68112057436,10.889190575699999,32.464030339777004,34.761356824184,85.43575268622,18.663050415742
2000-10-09,40.61517716295,10.908128298441,32.663489852801,34.211631463909,86.864591998386,18.461857367112
2000-10-10,40.697172809981,10.53568641788,33.014538595722996,33.954313210163996,84.60349061263899,18.583211904381002
2000-10-11,41.127649956897,10.494654685276,32.160851879980996,33.118028885490006,82.489692248764,18.701372901195
2000-10-12,38.353463898997,10.062243349372,31.115684031735,31.872374611676,75.949438077612,18.283019101663
2000-10-13,40.143702192519,10.002273894026999,31.714062570807,33.334410144322,80.324337827234,18.263857858936998
2000-10-16,41.127649956897,10.021211616768,30.517305492663002,33.773020804116,81.84155895252401,18.723727684375998
2000-10-17,41.339472045061996,9.6266757263437,28.275380566274,32.533214672431995,83.22620735812801,18.503373393020002
2000-10-18,41.510296309711,9.516205677024999,28.3232508494,32.457188824735,70.293002037697,18.583211904381002
2000-10-19,39.931880104354,9.7364734367415,27.876461540226003,32.533214672431995,71.029517147061,18.24469661621
2000-10-20,40.997823515764,9.797126877822802,29.025348335244,30.486364926728,69.78480661223601,17.50379523078
2000-10-23,41.851944839009,10.036548355775,28.873759105345997,29.094507099649,68.400158206632,17.663472253502
2000-10-24,41.68112057436,10.177008956174001,28.873759105345997,31.217382693051,67.34694160024101,17.925342570766002
2000-10-25,42.74706398577,9.9950486329303,27.772742593453998,30.960064439305,64.489262975909,18.503373393020002
2000-10-26,43.088712515067996,10.154662951565,28.028050770125,30.486364926728,68.311776393508,18.742888927103
2000-10-27,43.560187485499,10.496237593444999,27.373823567406003,30.556542632295,69.00410059631,18.822727438464
2000-10-30,44.202486720579,11.153848586221,27.828591257101003,31.579967505147,68.724224854752,19.122920241181
2000-10-31,46.334373543399,11.192156022693998,28.57058064555,32.053667017723996,72.54673827235099,19.282597263903
2000-11-01,44.926781602691,11.09319514514,29.224807848268,31.837285758893,72.590929178913,19.442274286625
2000-11-02,45.186434484957,11.112348863376,29.767337723693,31.398675099099002,75.08035024856301,19.400758260717
2000-11-03,45.138603690856,11.112348863376,30.365716262765,31.176445698137,73.73989274952,18.940888435278
2000-11-06,45.138603690856,11.552884382809,29.767337723693,31.872374611676,73.8798306203,19.320919749356
2000-11-07,44.544135249877,11.533730664573,29.623726874316002,32.129692865422,75.352860839028,19.180403969361
2000-11-08,44.509970396947004,11.632691542126999,29.424267361292,31.907463464459997,73.747257900614,19.221919995269
2000-11-09,44.98246085193,11.670998978599,24.836698561741,31.907463464459997,73.334273256371,19.89895057161
2000-11-10,43.482817233941,11.412423782410002,25.283487870915,31.50978979958,68.584949847571,19.761628332068998
2000-11-13,43.010326778957996,11.552884382809,24.286190305795003,30.082843119718,71.859328098358,19.499758014805
2000-11-14,44.085413756238005,11.511384659964001,24.685109331842998,30.848949738824,73.378521611111,19.340080992083003
2000-11-15,43.523903360461,11.712498701443998,25.379228437167,30.70274618556,73.28265017584,19.579596526166
2000-11-16,45.064633104971,11.591191819281,24.637239048717998,30.778772033257,72.456680887353,19.780789574795
2000-11-17,44.770182531576005,11.792305860762,24.086730792771,30.340161373464,75.177954703886,19.621112552073
2000-11-20,44.893440911136,11.872113020079,23.839400996622,29.275799505698,76.144043782384,18.062664810306998
2000-11-21,46.995681051423,12.210495375586,23.440481970574,29.679321312708,72.641049032105,17.644311010776
2000-11-22,44.598990337741,12.070034775186999,23.185173793902997,28.398578186109997,72.641049032105,19.020726946638998
2000-11-24,44.98246085193,12.411609417066,23.735682049849,28.878125840818,73.70300954587401,18.84188868119
2000-11-27,46.139720082250996,12.670184613255,23.887271279747,28.731922287553,72.596800677364,19.020726946638998
2000-11-28,46.221892335291,12.449916853538001,23.839400996622,29.129595952433,72.176441307331,19.301758506629
2000-11-29,47.892728147115,12.810645213654,22.985714280879,29.059418246866002,73.607138110603,19.895757031155
2000-11-30,47.290131624818,12.548877731092,23.089433227652002,28.983392399168,68.953686137074,20.055870961874
2000-12-01,45.064633104971,12.989413250525,23.935141562873,29.825524865972,70.517128004567,19.914970702841
2000-12-04,44.379864329632994,13.825792280173,23.4883522537,30.193957820199,72.545177596834,20.094298305246998
2000-12-05,47.207959371778,13.848138284782,24.485649818819,31.655993352845,76.232540491865,19.674799806763
2000-12-06,46.139720082250996,13.267142164949998,25.251574348831,31.544878652364,71.350472018844,19.495472204357
2000-12-07,45.749401880308,13.267142164949998,24.601008979157,31.287560398618,68.673446557052,19.975813996515
2000-12-08,47.892728147115,13.289488169559,24.849990787304,32.275896418687,71.534840163596,19.495472204357
2000-12-11,46.824488857588996,13.528909647512,24.400217198394,32.346074124253995,70.059895005583,18.672486600461
2000-12-12,47.338065439092,13.528909647512,24.343995499779997,30.884038591608,69.226550991306,18.573215963415
2000-12-13,46.48210446992,13.308641887795,23.894221910869003,30.995153292089,67.29437283431,18.512372669742
2000-12-14,46.05070014145701,12.989413250525,23.291846568578,30.082843119718,68.171965203328,18.252988101977
2000-12-15,44.427798143907005,13.027720686997002,23.597050075339,29.129595952433,64.757467162529,17.132190586944002
2000-12-18,46.906661110628995,13.506563642902998,23.540828376725003,29.825524865972,66.741268400056,17.574105035728
2000-12-19,45.454951306913,13.688523966147,23.396258294576,29.316736500612002,66.461028820033,18.172931136618
2000-12-20,44.509970396947004,13.745985120855,21.733702349853,27.743586267485,63.422641794528,18.012817205899
2000-12-21,44.256605950072,14.285481517842,22.239697637377,28.000904521229998,60.148263543740995,19.0151304122
2000-12-22,43.441731107421,14.88563135591,21.235738733559,28.585718734289,65.635059531547,18.855016481480998
2000-12-26,43.140432846272,15.243167429653,21.637322295086,28.837188845904002,62.545049425510996,19.213671686292
2000-12-27,43.86628774813,15.163360270335,22.737661253670996,28.275767201367998,62.456552716030004,19.392999288697
2000-12-28,44.811268658096,15.204859993179998,23.091054787814997,28.422456178340997,62.869537360273,19.553113219416
2000-12-29,45.194739172285004,15.102706829254,23.243656541195,28.129078224395,62.685169215522,19.514685876044
2001-01-02,42.455664070934,14.783478191984,22.440489418141,25.670570970323,62.545049425510996,19.473056254057
2001-01-03,42.839134585123,14.844131633065,24.946370842070998,28.052799956369,69.779655425561,18.973500790213002
2001-01-04,41.770895295597,15.543242348687,25.653157910358,28.199488933342,68.725069637582,18.432315704382997
2001-01-05,40.230165551087,14.646209877957,25.299764376215,27.759422002422,69.32242242657699,18.47394532637
2001-01-08,40.401357744921,14.604710155111999,24.19942541763,26.732599163609,68.997934491815,18.774959516120997
2001-01-09,40.360271618401,14.585556436875999,24.19942541763,26.186916169268,68.260461912808,19.0151304122
2001-01-10,41.346338654887,14.384442395395999,24.400217198394,26.222121523742,68.90943778233401,18.935073446841
2001-01-11,40.490377685714996,14.505749277558,23.693430130106,27.319355071502,69.093805927085,18.374674689324
2001-01-12,41.517530848722004,13.947099162335999,25.347954403598,26.808877431634997,69.182302636566,18.134503793245003
2001-01-16,41.770895295597,14.266327799606,26.552705088179003,27.800494915974003,68.40058170281999,18.252988101977
2001-01-17,40.230165551087,14.36528867716,26.809718567557002,27.395633339527997,71.30622366410401,18.554002291729
2001-01-18,39.292032328874,13.436333342703,26.608926786793,27.947183892947997,79.875655032155,18.294617723964
2001-01-19,38.134773098554,13.075885597941001,26.255533252649002,27.577527670974998,82.043824414433,17.871916946866
2001-01-22,38.347051418908,13.156342683824999,25.002592540684,26.844082786109,80.060023176907,17.833489603493
2001-01-23,39.374204581915,13.397713941479001,24.095013691633,27.395633339527997,80.42875946641,18.214560758605
2001-01-24,39.333118455395,13.577937813860002,24.49659725316,27.172666094529,81.44647162543801,18.592429635102
2001-01-25,40.572549938756,13.938385558622,24.143203719016,26.955566408607996,81.67508812493,18.774959516120997
2001-01-26,39.757675096104,13.919075858010002,23.942411938253002,26.186916169268,84.211993796711,18.554002291729
2001-01-29,38.662045055564,13.870801606479,24.753610732538,26.040227192295,84.794597134126,18.29141544535
2001-01-30,38.449766735208996,14.289178453078,24.817864102382003,27.137460740054998,85.996677437906,18.544395455886
2001-01-31,40.058973357252995,14.231249351242,24.456438897006997,26.979036644924,82.596928848688,18.573215963415
2001-02-01,38.703131182084,14.266650469031001,25.299764376215,27.125725621897,84.10874763564999,18.39388836101
2001-02-02,38.929104877945,14.247340768417999,24.697389033923997,27.155063417292,81.321101287007,18.489956719441
2001-02-05,39.66865515531,14.08642659665,24.440375554545998,28.076270192684003,82.759172816069,18.957489397141
